review_id,source_id,axis,tier,context_json,left,right,human_choice,confidence_1_5,notes
review-0047,rnn-transition_density-silver-g14-a_context,transition_density,silver,"{""compression_bps"": 5600, ""directness_bps"": 4427, ""energy_bps"": 5169, ""identity_relevance_bps"": 4702, ""novelty_pressure_bps"": 4316, ""playfulness_bps"": 4695, ""semantic_specificity_bps"": 8200, ""warmth_bps"": 4608}","Two audit summaries repeat the same claim. Every report traces back to one underlying spreadsheet. That is one source chain, not independent confirmation. Wait for a genuinely independent record.","First, two audit summaries repeat the same claim. Second, every report traces back to one underlying spreadsheet. However, that is one source chain, not independent confirmation. Next, wait for a genuinely independent record.",,,
review-0048,rnn-warmth_placement-gold-g31-a_context,warmth_placement,gold,"{""compression_bps"": 4868, ""directness_bps"": 5850, ""energy_bps"": 5747, ""identity_relevance_bps"": 5342, ""novelty_pressure_bps"": 5654, ""playfulness_bps"": 4416, ""semantic_specificity_bps"": 5645, ""warmth_bps"": 8230}","The timing can be stated without guessing. The invoice was generated on July 2, 2026 at 23:31 EDT. The inspection report contains that timestamp. No narrower timestamp is available. Use the absolute date and time in the report.","The invoice was generated on July 2, 2026 at 23:31 EDT. The inspection report contains that timestamp. No narrower timestamp is available. Use the absolute date and time in the report. The timing can be stated without guessing.",,,
review-0049,rnn-evidence_emphasis-gold-g31-a_context,evidence_emphasis,gold,"{""compression_bps"": 5294, ""directness_bps"": 6870, ""energy_bps"": 4625, ""identity_relevance_bps"": 5437, ""novelty_pressure_bps"": 4756, ""playfulness_bps"": 4857, ""semantic_specificity_bps"": 8655, ""warmth_bps"": 4467}",I would not approve the deployment yet. The conflict is unresolved. The database snapshot contains a conflicting quantity. Review both source records before deciding.,The database snapshot contains a conflicting quantity. I would not approve the deployment yet. The conflict is unresolved. Review both source records before deciding.,,,
review-0050,rnn-disagreement_sequence-gold-g45-a_context,disagreement_sequence,gold,"{""compression_bps"": 5408, ""directness_bps"": 6700, ""energy_bps"": 5233, ""identity_relevance_bps"": 5667, ""novelty_pressure_bps"": 5679, ""playfulness_bps"": 5089, ""semantic_specificity_bps"": 4444, ""warmth_bps"": 7720}",The sensor export shows 42 separate charges. Two of the charges share the same authorization code. The duplicate code does not by itself prove intent. That would leave anyone feeling betrayed. Compare the timestamps before assigning a cause.,That would leave anyone feeling betrayed. The duplicate code does not by itself prove intent. The sensor export shows 42 separate charges. Two of the charges share the same authorization code. Compare the timestamps before assigning a cause.,,,
review-0051,rnn-cadence_shape-gold-g48-a_context,cadence_shape,gold,"{""compression_bps"": 7380, ""directness_bps"": 5288, ""energy_bps"": 7975, ""identity_relevance_bps"": 4782, ""novelty_pressure_bps"": 4915, ""playfulness_bps"": 4637, ""semantic_specificity_bps"": 5518, ""warmth_bps"": 4768}","The signed receipt shows 31 separate charges, and two of the charges share the same authorization code, while the duplicate code does not by itself prove intent, so compare the timestamps before assigning a cause.",The signed receipt shows 31 separate charges. Two of the charges share the same authorization code. The duplicate code does not by itself prove intent. Compare the timestamps before assigning a cause.,,,
review-0052,rnn-closure_position-silver-g22-a_context,closure_position,silver,"{""compression_bps"": 4245, ""directness_bps"": 8200, ""energy_bps"": 7000, ""identity_relevance_bps"": 5786, ""novelty_pressure_bps"": 5963, ""playfulness_bps"": 5813, ""semantic_specificity_bps"": 5726, ""warmth_bps"": 5360}","Wait for a genuinely independent record. Two technical writeups repeat the same claim. Every report traces back to one benchmark table. That is one source chain, not independent confirmation.","Two technical writeups repeat the same claim. Every report traces back to one benchmark table. That is one source chain, not independent confirmation. Wait for a genuinely independent record.",,,
review-0053,rnn-cadence_shape-silver-g44-a_context,cadence_shape,silver,"{""compression_bps"": 7800, ""directness_bps"": 4612, ""energy_bps"": 8500, ""identity_relevance_bps"": 5079, ""novelty_pressure_bps"": 5367, ""playfulness_bps"": 4492, ""semantic_specificity_bps"": 4676, ""warmth_bps"": 4554}","The model is not ready for live influence, and held-out accuracy was 70%, while the control is 54%, while the comparison does not demonstrate a reliable advantage, so run the preregistered comparison before promotion.","The model is not ready for live influence. Held-out accuracy was 70%, while the control is 54%. The comparison does not demonstrate a reliable advantage. Run the preregistered comparison before promotion.",,,
review-0054,rnn-evidence_emphasis-silver-g37-a_context,evidence_emphasis,silver,"{""compression_bps"": 5135, ""directness_bps"": 7200, ""energy_bps"": 4842, ""identity_relevance_bps"": 4851, ""novelty_pressure_bps"": 4515, ""playfulness_bps"": 5421, ""semantic_specificity_bps"": 9300, ""warmth_bps"": 5353}","The verifier retains authority over semantics, slots, identity conflicts, and evidence. The phrase critic may rank wording that already passed every hard gate. A preference score cannot rescue an ineligible candidate. Keep verification upstream of ranking.","The phrase critic may rank wording that already passed every hard gate. A preference score cannot rescue an ineligible candidate. The verifier retains authority over semantics, slots, identity conflicts, and evidence. Keep verification upstream of ranking.",,,
review-0055,rnn-explanation_depth-gold-g42-a_context,explanation_depth,gold,"{""compression_bps"": 8400, ""directness_bps"": 8060, ""energy_bps"": 4776, ""identity_relevance_bps"": 4469, ""novelty_pressure_bps"": 5733, ""playfulness_bps"": 5391, ""semantic_specificity_bps"": 4556, ""warmth_bps"": 5498}","The pattern that the user prefers written communication recurs across 3 sessions. Every observation is linked to a source. The pattern remains revisable. Store it as a behavioral tendency, not an invariant.","Here is the complete reasoning. Result: The pattern that the user prefers written communication recurs across 3 sessions. Evidence: Every observation is linked to a source. Limitation: The pattern remains revisable. Next step: Store it as a behavioral tendency, not an invariant.",,,
review-0056,rnn-warmth_placement-gold-g19-a_context,warmth_placement,gold,"{""compression_bps"": 4850, ""directness_bps"": 5850, ""energy_bps"": 5347, ""identity_relevance_bps"": 5136, ""novelty_pressure_bps"": 4382, ""playfulness_bps"": 5549, ""semantic_specificity_bps"": 4884, ""warmth_bps"": 8230}","The timing can be stated without guessing. The alert was issued on July 11, 2026 at 13:22 EDT. The test report contains that timestamp. No narrower timestamp is available. Use the absolute date and time in the report.","The alert was issued on July 11, 2026 at 13:22 EDT. The test report contains that timestamp. No narrower timestamp is available. Use the absolute date and time in the report. The timing can be stated without guessing.",,,
review-0057,rnn-cadence_shape-gold-g08-a_context,cadence_shape,gold,"{""compression_bps"": 7380, ""directness_bps"": 5391, ""energy_bps"": 7975, ""identity_relevance_bps"": 5102, ""novelty_pressure_bps"": 5316, ""playfulness_bps"": 5169, ""semantic_specificity_bps"": 5333, ""warmth_bps"": 5766}","The model is not ready for live influence. Held-out accuracy is 62%, while the control is 48%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.","The model is not ready for live influence, and held-out accuracy is 62%, while the control is 48%, while the comparison does not establish a reliable advantage, so run the preregistered comparison before promotion.",,,
review-0058,rnn-warmth_placement-silver-g42-a_context,warmth_placement,silver,"{""compression_bps"": 4274, ""directness_bps"": 6000, ""energy_bps"": 5599, ""identity_relevance_bps"": 5506, ""novelty_pressure_bps"": 5398, ""playfulness_bps"": 5327, ""semantic_specificity_bps"": 4220, ""warmth_bps"": 8800}",The useful part is the completed status check. The attempt to promote the model is queued for review. That outcome appears in the invoice. No subsequent status is documented. Use the recorded status as the current answer.,The attempt to promote the model is queued for review. That outcome appears in the invoice. No subsequent status is documented. Use the recorded status as the current answer. The useful part is the completed status check.,,,
review-0059,rnn-warmth_placement-silver-g48-a_context,warmth_placement,silver,"{""compression_bps"": 4954, ""directness_bps"": 6000, ""energy_bps"": 5572, ""identity_relevance_bps"": 4923, ""novelty_pressure_bps"": 5788, ""playfulness_bps"": 5035, ""semantic_specificity_bps"": 5629, ""warmth_bps"": 8800}","The uncertainty deserves a precise answer. The signed receipt fixes the event time on July 15, 2026 at 08:14 EDT. The entry shows that the team chose to update the identity claim. The source cannot show why that choice was made. Keep the motive classified as a hypothesis.","The signed receipt fixes the event time on July 15, 2026 at 08:14 EDT. The entry shows that the team chose to update the identity claim. The source cannot show why that choice was made. Keep the motive classified as a hypothesis. The uncertainty deserves a precise answer.",,,
review-0060,rnn-energy_curve-silver-g40-a_context,energy_curve,silver,"{""compression_bps"": 5687, ""directness_bps"": 8400, ""energy_bps"": 9000, ""identity_relevance_bps"": 5638, ""novelty_pressure_bps"": 5357, ""playfulness_bps"": 5895, ""semantic_specificity_bps"": 4642, ""warmth_bps"": 5501}","Result: Although three checks passed, the error rate gate failed. The measured error rate was 99%, above a frozen maximum of 90%. The run is not a pass. Preserve the failed record and open a new run.","The partial success does not erase the failed gate. The measured error rate was 99%, above a frozen maximum of 90%. The run is not a pass. Result: Although three checks passed, the error rate gate failed. Preserve the failed record and open a new run.",,,
review-0061,rnn-identity_explicitness-gold-g38-a_context,identity_explicitness,gold,"{""compression_bps"": 5256, ""directness_bps"": 5400, ""energy_bps"": 4341, ""identity_relevance_bps"": 8655, ""novelty_pressure_bps"": 5069, ""playfulness_bps"": 5811, ""semantic_specificity_bps"": 4619, ""warmth_bps"": 6700}",The request to merge the pull request is failed validation. That outcome appears in the frozen protocol. No later status is available. Use the recorded status as the current answer.,The recorded style preference is that the user notices contradictions quickly. The request to merge the pull request is failed validation. That outcome appears in the frozen protocol. No later status is available. Use the recorded status as the current answer.,,,
review-0062,rnn-result_order-platinum-g28-a_context,result_order,platinum,"{""compression_bps"": 7240, ""directness_bps"": 7800, ""energy_bps"": 5062, ""identity_relevance_bps"": 5159, ""novelty_pressure_bps"": 4926, ""playfulness_bps"": 5159, ""semantic_specificity_bps"": 5173, ""warmth_bps"": 5692}",I would not restart the worker yet. The hash sidecar contains a conflicting timestamp. The conflict is unresolved. Review both source records before deciding.,The hash sidecar contains a conflicting timestamp. I would not restart the worker yet. The conflict is unresolved. Review both source records before deciding.,,,
review-0063,rnn-metaphor_position-platinum-g25-a_context,metaphor_position,platinum,"{""compression_bps"": 4855, ""directness_bps"": 5305, ""energy_bps"": 4865, ""identity_relevance_bps"": 5399, ""novelty_pressure_bps"": 7800, ""playfulness_bps"": 7450, ""semantic_specificity_bps"": 4972, ""warmth_bps"": 4594}","The timestamp is a nail in the timeline, not a window into motive. The source fixes the time but does not explain intent. The invoice was generated on July 23, 2026 at 09:37 EDT. The change request contains that timestamp. No narrower timestamp is available. Use the absolute date and time in the report.","The invoice was generated on July 23, 2026 at 09:37 EDT. The change request contains that timestamp. No narrower timestamp is available. Use the absolute date and time in the report. The source fixes the time but does not explain intent. The timestamp is a nail in the timeline, not a window into motive.",,,
review-0064,rnn-disagreement_sequence-silver-g13-a_context,disagreement_sequence,silver,"{""compression_bps"": 5468, ""directness_bps"": 7000, ""energy_bps"": 5215, ""identity_relevance_bps"": 4220, ""novelty_pressure_bps"": 5498, ""playfulness_bps"": 4270, ""semantic_specificity_bps"": 5223, ""warmth_bps"": 8200}",The useful part is the completed status check. No later status is available. The request to enable shadow influence is complete. That outcome appears in the sensor export. Use the recorded status as the current answer.,The request to enable shadow influence is complete. That outcome appears in the sensor export. No later status is available. The useful part is the completed status check. Use the recorded status as the current answer.,,,
review-0065,rnn-metaphor_position-platinum-g04-a_context,metaphor_position,platinum,"{""compression_bps"": 5251, ""directness_bps"": 5312, ""energy_bps"": 4953, ""identity_relevance_bps"": 5197, ""novelty_pressure_bps"": 7800, ""playfulness_bps"": 7450, ""semantic_specificity_bps"": 5322, ""warmth_bps"": 5697}","The model is not ready for live influence. Held-out accuracy is 54%, while the control is 56%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion. The measured advantage is not strong enough to authorize promotion. The signal is a spark under glass, not a green launch light.","The signal is a spark under glass, not a green launch light. The measured advantage is not strong enough to authorize promotion. The model is not ready for live influence. Held-out accuracy is 54%, while the control is 56%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.",,,
review-0066,rnn-identity_explicitness-silver-g02-a_context,identity_explicitness,silver,"{""compression_bps"": 4604, ""directness_bps"": 4302, ""energy_bps"": 4460, ""identity_relevance_bps"": 9300, ""novelty_pressure_bps"": 4786, ""playfulness_bps"": 4513, ""semantic_specificity_bps"": 5677, ""warmth_bps"": 7000}",The request to promote the model is complete. That outcome appears in the invoice. No later status is available. Use the recorded status as the current answer.,The recorded style preference is that the user prefers written communication. The request to promote the model is complete. That outcome appears in the invoice. No later status is available. Use the recorded status as the current answer.,,,
review-0067,rnn-uncertainty_placement-silver-g45-a_context,uncertainty_placement,silver,"{""compression_bps"": 4393, ""directness_bps"": 6800, ""energy_bps"": 4791, ""identity_relevance_bps"": 4510, ""novelty_pressure_bps"": 4903, ""playfulness_bps"": 4847, ""semantic_specificity_bps"": 9200, ""warmth_bps"": 5096}","The comparison cannot support a reliable advantage. The model is not ready for live influence. Held-out accuracy was 79%, while the control is 67%. Run the preregistered comparison before promotion.","The model is not ready for live influence. Held-out accuracy was 79%, while the control is 67%. The comparison cannot support a reliable advantage. Run the preregistered comparison before promotion.",,,
review-0068,rnn-evidence_emphasis-silver-g27-a_context,evidence_emphasis,silver,"{""compression_bps"": 4729, ""directness_bps"": 7200, ""energy_bps"": 5936, ""identity_relevance_bps"": 5014, ""novelty_pressure_bps"": 5034, ""playfulness_bps"": 5822, ""semantic_specificity_bps"": 9300, ""warmth_bps"": 4291}",All 25 recorded attempts ended in broken recurrence. The parser failed before deployment completed. Zero attempts reached the next stage. Inspect the test report before retrying.,The parser failed before deployment completed. Zero attempts reached the next stage. All 25 recorded attempts ended in broken recurrence. Inspect the test report before retrying.,,,
review-0069,rnn-closure_position-platinum-g28-a_context,closure_position,platinum,"{""compression_bps"": 5035, ""directness_bps"": 7240, ""energy_bps"": 6400, ""identity_relevance_bps"": 5683, ""novelty_pressure_bps"": 4986, ""playfulness_bps"": 4700, ""semantic_specificity_bps"": 4670, ""warmth_bps"": 5126}",The model exporter failed before slot verification completed. All 16 recorded attempts ended in identity conflict. Zero attempts reached the next stage. Inspect the meeting minutes before retrying.,Inspect the meeting minutes before retrying. The model exporter failed before slot verification completed. All 16 recorded attempts ended in identity conflict. Zero attempts reached the next stage.,,,
review-0070,rnn-explanation_depth-platinum-g36-a_context,explanation_depth,platinum,"{""compression_bps"": 7800, ""directness_bps"": 7520, ""energy_bps"": 5266, ""identity_relevance_bps"": 4472, ""novelty_pressure_bps"": 5293, ""playfulness_bps"": 5244, ""semantic_specificity_bps"": 4587, ""warmth_bps"": 5539}","The model is not ready for live influence. Held-out accuracy is 54%, while the control is 70%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.","Here is the complete reasoning. Result: The model is not ready for live influence. Evidence: Held-out accuracy is 54%, while the control is 70%. Limitation: The comparison does not establish a reliable advantage. Next step: Run the preregistered comparison before promotion.",,,
review-0071,rnn-cadence_shape-silver-g06-a_context,cadence_shape,silver,"{""compression_bps"": 7800, ""directness_bps"": 5802, ""energy_bps"": 8500, ""identity_relevance_bps"": 4433, ""novelty_pressure_bps"": 4211, ""playfulness_bps"": 4504, ""semantic_specificity_bps"": 4890, ""warmth_bps"": 5723}",The measured error rate was 63%. The frozen threshold was 92%. The observed value is below the threshold. Report the value and threshold together.,"The measured error rate was 63%, and the frozen threshold was 92%, while the observed value is below the threshold, so report the value and threshold together.",,,
review-0072,rnn-result_order-silver-g27-a_context,result_order,silver,"{""compression_bps"": 8200, ""directness_bps"": 9000, ""energy_bps"": 4625, ""identity_relevance_bps"": 5102, ""novelty_pressure_bps"": 5991, ""playfulness_bps"": 5613, ""semantic_specificity_bps"": 5006, ""warmth_bps"": 5969}",Two of the charges share the same authorization code. The test report shows 30 separate charges. The duplicate code does not by itself prove intent. Compare the timestamps before assigning a cause.,The test report shows 30 separate charges. Two of the charges share the same authorization code. The duplicate code does not by itself prove intent. Compare the timestamps before assigning a cause.,,,
review-0073,rnn-evidence_emphasis-platinum-g47-a_context,evidence_emphasis,platinum,"{""compression_bps"": 4517, ""directness_bps"": 6540, ""energy_bps"": 5296, ""identity_relevance_bps"": 5264, ""novelty_pressure_bps"": 5403, ""playfulness_bps"": 5039, ""semantic_specificity_bps"": 8010, ""warmth_bps"": 5485}","The audit log carries that timestamp. The record changed on July 18, 2026 at 20:16 EDT. No narrower timestamp is available. Use the absolute date and time in the report.","The record changed on July 18, 2026 at 20:16 EDT. No narrower timestamp is available. The audit log carries that timestamp. Use the absolute date and time in the report.",,,
review-0074,rnn-energy_curve-platinum-g17-a_context,energy_curve,platinum,"{""compression_bps"": 5583, ""directness_bps"": 7380, ""energy_bps"": 7800, ""identity_relevance_bps"": 5572, ""novelty_pressure_bps"": 4655, ""playfulness_bps"": 5384, ""semantic_specificity_bps"": 5056, ""warmth_bps"": 5104}",That would leave anyone feeling discouraged. Two of the charges share the same authorization code. The duplicate code does not by itself prove intent. Status: The commit history shows 30 separate charges. Compare the timestamps before assigning a cause.,Status: The commit history shows 30 separate charges. Two of the charges share the same authorization code. The duplicate code does not by itself prove intent. Compare the timestamps before assigning a cause.,,,
review-0075,rnn-identity_explicitness-platinum-g11-a_context,identity_explicitness,platinum,"{""compression_bps"": 4724, ""directness_bps"": 4685, ""energy_bps"": 5066, ""identity_relevance_bps"": 8010, ""novelty_pressure_bps"": 4914, ""playfulness_bps"": 4553, ""semantic_specificity_bps"": 4501, ""warmth_bps"": 6400}",The recorded style preference is that the user likes precise but unusual imagery. I would not archive the record yet. The test report contains a conflicting timestamp. The conflict is unresolved. Review both source records before deciding.,I would not archive the record yet. The test report contains a conflicting timestamp. The conflict is unresolved. Review both source records before deciding.,,,
review-0076,rnn-evidence_emphasis-silver-g22-a_context,evidence_emphasis,silver,"{""compression_bps"": 5634, ""directness_bps"": 7200, ""energy_bps"": 4234, ""identity_relevance_bps"": 5897, ""novelty_pressure_bps"": 5858, ""playfulness_bps"": 4303, ""semantic_specificity_bps"": 9300, ""warmth_bps"": 5046}",That outcome appears in the email thread. The request to promote the model is complete. No later status is available. Use the recorded status as the current answer.,The request to promote the model is complete. No later status is available. That outcome appears in the email thread. Use the recorded status as the current answer.,,,
review-0077,rnn-closure_position-platinum-g04-a_context,closure_position,platinum,"{""compression_bps"": 4698, ""directness_bps"": 7240, ""energy_bps"": 6400, ""identity_relevance_bps"": 5535, ""novelty_pressure_bps"": 4653, ""playfulness_bps"": 4610, ""semantic_specificity_bps"": 4820, ""warmth_bps"": 4869}",Inspect the meeting minutes before retrying. The model exporter failed before slot verification completed. All 39 recorded attempts ended in identity conflict. Zero attempts reached the next stage.,The model exporter failed before slot verification completed. All 39 recorded attempts ended in identity conflict. Zero attempts reached the next stage. Inspect the meeting minutes before retrying.,,,
review-0078,rnn-explanation_depth-platinum-g39-a_context,explanation_depth,platinum,"{""compression_bps"": 7800, ""directness_bps"": 7520, ""energy_bps"": 5653, ""identity_relevance_bps"": 4927, ""novelty_pressure_bps"": 5647, ""playfulness_bps"": 5621, ""semantic_specificity_bps"": 4626, ""warmth_bps"": 5088}","Three checks passed, but the memory use gate failed. The observed memory use was 55 MiB, above a frozen maximum of 44 MiB. The run is not a pass. Preserve the failed record and open a new run.","Here is the complete reasoning. Result: Three checks passed, but the memory use gate failed. Evidence: The observed memory use was 55 MiB, above a frozen maximum of 44 MiB. Limitation: The run is not a pass. Next step: Preserve the failed record and open a new run.",,,
review-0079,rnn-closure_position-platinum-g05-a_context,closure_position,platinum,"{""compression_bps"": 4514, ""directness_bps"": 7240, ""energy_bps"": 6400, ""identity_relevance_bps"": 5631, ""novelty_pressure_bps"": 4764, ""playfulness_bps"": 5267, ""semantic_specificity_bps"": 4850, ""warmth_bps"": 5185}","The parity report documents the event on July 23, 2026 at 09:37 EDT. It records that the team chose to rerun the evaluation. It does not establish why that choice was made. Keep the motive classified as a hypothesis.","Keep the motive classified as a hypothesis. The parity report documents the event on July 23, 2026 at 09:37 EDT. It records that the team chose to rerun the evaluation. It does not establish why that choice was made.",,,
review-0080,rnn-warmth_placement-gold-g06-a_context,warmth_placement,gold,"{""compression_bps"": 5055, ""directness_bps"": 5850, ""energy_bps"": 5096, ""identity_relevance_bps"": 4721, ""novelty_pressure_bps"": 4725, ""playfulness_bps"": 5445, ""semantic_specificity_bps"": 5705, ""warmth_bps"": 8230}",The request to merge the pull request is queued for review. That outcome appears in the frozen protocol. No later status is available. Use the recorded status as the current answer. The useful part is the completed status check.,The useful part is the completed status check. The request to merge the pull request is queued for review. That outcome appears in the frozen protocol. No later status is available. Use the recorded status as the current answer.,,,
review-0081,rnn-transition_density-platinum-g22-a_context,transition_density,platinum,"{""compression_bps"": 5420, ""directness_bps"": 5130, ""energy_bps"": 4820, ""identity_relevance_bps"": 5522, ""novelty_pressure_bps"": 4629, ""playfulness_bps"": 5521, ""semantic_specificity_bps"": 7240, ""warmth_bps"": 4736}","Three checks passed, but the loss gate failed. The observed loss was 47, above a frozen maximum of 42. The run is not a pass. Preserve the failed record and open a new run.","First, three checks passed, but the loss gate failed. Second, the observed loss was 47, above a frozen maximum of 42. However, the run is not a pass. Next, preserve the failed record and open a new run.",,,
review-0082,rnn-uncertainty_placement-gold-g00-a_context,uncertainty_placement,gold,"{""compression_bps"": 4340, ""directness_bps"": 6530, ""energy_bps"": 4413, ""identity_relevance_bps"": 5225, ""novelty_pressure_bps"": 5596, ""playfulness_bps"": 5379, ""semantic_specificity_bps"": 8570, ""warmth_bps"": 5671}","The run is not a pass. Three checks passed, but the replay agreement gate failed. The observed replay agreement was 78%, below a frozen minimum of 85%. Preserve the failed record and open a new run.","Three checks passed, but the replay agreement gate failed. The observed replay agreement was 78%, below a frozen minimum of 85%. The run is not a pass. Preserve the failed record and open a new run.",,,
review-0083,rnn-result_order-silver-g35-a_context,result_order,silver,"{""compression_bps"": 8200, ""directness_bps"": 9000, ""energy_bps"": 5220, ""identity_relevance_bps"": 5385, ""novelty_pressure_bps"": 4443, ""playfulness_bps"": 4277, ""semantic_specificity_bps"": 4677, ""warmth_bps"": 5267}","The model is not ready for live influence. Held-out accuracy is 85%, while the control is 71%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.","Held-out accuracy is 85%, while the control is 71%. The model is not ready for live influence. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.",,,
review-0084,rnn-explanation_depth-silver-g32-a_context,explanation_depth,silver,"{""compression_bps"": 9000, ""directness_bps"": 8600, ""energy_bps"": 5171, ""identity_relevance_bps"": 5026, ""novelty_pressure_bps"": 4600, ""playfulness_bps"": 5020, ""semantic_specificity_bps"": 5389, ""warmth_bps"": 5120}",Here is the complete reasoning. Result: The request to update the identity claim is complete. Evidence: That outcome appears in the signed receipt. Limitation: No later status is available. Next step: Use the recorded status as the current answer.,The request to update the identity claim is complete. That outcome appears in the signed receipt. No later status is available. Use the recorded status as the current answer.,,,
review-0085,rnn-evidence_emphasis-gold-g11-a_context,evidence_emphasis,gold,"{""compression_bps"": 4807, ""directness_bps"": 6870, ""energy_bps"": 4466, ""identity_relevance_bps"": 5443, ""novelty_pressure_bps"": 4716, ""playfulness_bps"": 4540, ""semantic_specificity_bps"": 8655, ""warmth_bps"": 4487}","The test report contains that timestamp. The permit was posted on July 2, 2026 at 23:31 EDT. No narrower timestamp is available. Use the absolute date and time in the report.","The permit was posted on July 2, 2026 at 23:31 EDT. No narrower timestamp is available. The test report contains that timestamp. Use the absolute date and time in the report.",,,
review-0086,rnn-cadence_shape-silver-g24-a_context,cadence_shape,silver,"{""compression_bps"": 7800, ""directness_bps"": 4262, ""energy_bps"": 8500, ""identity_relevance_bps"": 5862, ""novelty_pressure_bps"": 5637, ""playfulness_bps"": 5736, ""semantic_specificity_bps"": 4823, ""warmth_bps"": 4292}",The permit record shows 41 separate charges. Two of the charges share the same authorization code. The duplicate code does not by itself prove intent. Compare the timestamps before assigning a cause.,"The permit record shows 41 separate charges, and two of the charges share the same authorization code, while the duplicate code does not by itself prove intent, so compare the timestamps before assigning a cause.",,,
review-0087,rnn-disagreement_sequence-gold-g10-a_context,disagreement_sequence,gold,"{""compression_bps"": 4440, ""directness_bps"": 6700, ""energy_bps"": 5300, ""identity_relevance_bps"": 5149, ""novelty_pressure_bps"": 4476, ""playfulness_bps"": 4329, ""semantic_specificity_bps"": 5375, ""warmth_bps"": 7720}",The proposed interpretation is possible. The conflict is unresolved. I would not merge the pull request yet. The court filing contains a conflicting decision. Review both source records before deciding.,I would not merge the pull request yet. The court filing contains a conflicting decision. The conflict is unresolved. The proposed interpretation is possible. Review both source records before deciding.,,,
review-0088,rnn-evidence_emphasis-gold-g02-a_context,evidence_emphasis,gold,"{""compression_bps"": 4833, ""directness_bps"": 6870, ""energy_bps"": 4816, ""identity_relevance_bps"": 4675, ""novelty_pressure_bps"": 4638, ""playfulness_bps"": 4508, ""semantic_specificity_bps"": 8655, ""warmth_bps"": 4965}","Held-out accuracy is 80%, while the control is 84%. The model is not ready for live influence. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.","The model is not ready for live influence. The comparison does not establish a reliable advantage. Held-out accuracy is 80%, while the control is 84%. Run the preregistered comparison before promotion.",,,
review-0089,rnn-energy_curve-platinum-g34-a_context,energy_curve,platinum,"{""compression_bps"": 4794, ""directness_bps"": 7380, ""energy_bps"": 7800, ""identity_relevance_bps"": 4477, ""novelty_pressure_bps"": 5018, ""playfulness_bps"": 5611, ""semantic_specificity_bps"": 5149, ""warmth_bps"": 5651}","The timing can be stated without guessing. The invoice contains that timestamp. No narrower timestamp is available. Status: The permit was posted on June 9, 2026 at 22:09 EDT. Use the absolute date and time in the report.","Status: The permit was posted on June 9, 2026 at 22:09 EDT. The invoice contains that timestamp. No narrower timestamp is available. Use the absolute date and time in the report.",,,
review-0090,rnn-disagreement_sequence-gold-g20-a_context,disagreement_sequence,gold,"{""compression_bps"": 5325, ""directness_bps"": 6700, ""energy_bps"": 4580, ""identity_relevance_bps"": 4695, ""novelty_pressure_bps"": 4484, ""playfulness_bps"": 4783, ""semantic_specificity_bps"": 5511, ""warmth_bps"": 7720}","Three checks passed, but the replay agreement gate failed. The observed replay agreement was 61%, below a frozen minimum of 65%. The run is not a pass. The partial success does not erase the failed gate. Preserve the failed record and open a new run.","The partial success does not erase the failed gate. The run is not a pass. Three checks passed, but the replay agreement gate failed. The observed replay agreement was 61%, below a frozen minimum of 65%. Preserve the failed record and open a new run.",,,
review-0091,rnn-explanation_depth-platinum-g32-a_context,explanation_depth,platinum,"{""compression_bps"": 7800, ""directness_bps"": 7520, ""energy_bps"": 5305, ""identity_relevance_bps"": 4521, ""novelty_pressure_bps"": 5070, ""playfulness_bps"": 5164, ""semantic_specificity_bps"": 5174, ""warmth_bps"": 4650}",The request to restart the worker is blocked by a missing permission. That outcome appears in the permit record. No later status is available. Use the recorded status as the current answer.,Here is the complete reasoning. Result: The request to restart the worker is blocked by a missing permission. Evidence: That outcome appears in the permit record. Limitation: No later status is available. Next step: Use the recorded status as the current answer.,,,
review-0092,rnn-metaphor_position-gold-g04-a_context,metaphor_position,gold,"{""compression_bps"": 5816, ""directness_bps"": 4366, ""energy_bps"": 4323, ""identity_relevance_bps"": 4920, ""novelty_pressure_bps"": 8400, ""playfulness_bps"": 7975, ""semantic_specificity_bps"": 5136, ""warmth_bps"": 4517}","The signal is a spark under glass, not a green launch light. The measured advantage is not strong enough to authorize promotion. The model is not ready for live influence. Held-out accuracy is 62%, while the control is 72%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion.","The model is not ready for live influence. Held-out accuracy is 62%, while the control is 72%. The comparison does not establish a reliable advantage. Run the preregistered comparison before promotion. The measured advantage is not strong enough to authorize promotion. The signal is a spark under glass, not a green launch light.",,,
